,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円)
0,1,2,4,マヤノトップガン,牡6,58,田原成貴,3:14.4,,,11-11-12-8,34.2,3.7,2,458(-6),,,,[西] 坂口正大,田所祐,13557.0
1,2,4,8,サクラローレル,牡7,58,横山典弘,3:14.6,1.1/4,,8-8-2-2,35.0,2.1,1,488(-14),,,,[東] 小島太,さくらコマース,5402.0
2,3,7,14,マーベラスサンデー,牡6,58,武豊,3:14.7,1/2,,10-10-3-2,35.0,4.1,3,500(0),,,,[西] 大沢真,笹原貞生,3351.0
3,4,8,16,ステージチャンプ,牡8,58,蛯名正義,3:15.4,4,,14-13-8-6,35.5,55.2,8,472(+14),,,,[東] 矢野進,吉田和子,2000.0
4,5,5,9,ローゼンカバリー,牡5,58,藤田伸二,3:15.6,1.1/2,,11-11-5-4,35.9,32.8,6,480(-2),,,,[東] 鈴木康弘,社台レースホース,1320.0
5,6,5,10,ビッグシンボル,牡5,58,南井克巳,3:15.9,2,,1-1-1-1,36.3,22.6,5,478(-2),,,,[西] 中尾正,ビッグ,
6,7,6,11,ノーザンポラリス,牡7,58,福永祐一,3:16.6,4,,4-4-5-8,36.6,77.4,10,468(-2),,,,[西] 森秀行,吉田勝己,
7,8,6,12,ユウセンショウ,牡6,58,松永幹夫,3:16.7,クビ,,14-13-13-15,36.1,83.2,11,476(+2),,,,[西] 松元茂樹,アイテツ,
8,9,2,3,メジロランバダ,牝5,56,熊沢重文,3:16.8,クビ,,9-9-5-4,37.1,40.6,7,494(0),,,,[西] 池江泰郎,メジロ牧場,
9,10,3,6,エイシンホンコン,牡5,58,小池隆生,3:17.6,5,,2-2-3-8,37.6,59.2,9,458(0),,,,[西] 太宰義人,平井豊光,
10,11,8,15,ハギノリアルキング,牡8,58,佐藤哲三,3:17.6,アタマ,,16-16-15-11,37.3,166.8,14,482(+4),,,,[西] 小林稔,日隈広吉,
11,12,7,13,ポレール,牡7,58,和田竜二,3:18.0,2.1/2,,5-5-13-12,37.5,111.4,12,476(+2),,,,[西] 岩元市三,林進,
12,13,4,7,インターライナー,牡7,58,村本善之,3:18.0,アタマ,,13-13-16-15,37.2,249.3,16,488(-2),,,,[東] 柄崎孝,松岡正雄,
13,14,3,5,ギガトン,牡5,58,角田晃一,3:18.3,2,,5-5-8-12,37.9,132.0,13,474(-4),,,,[西] 山内研二,横山秀男,
14,15,1,1,タマモハイウェイ,牡8,58,河内洋,3:18.6,2,,3-3-8-12,38.2,198.3,15,484(-8),,,,[西] 吉永忍,タマモ,
15,中,1,2,ロイヤルタッチ,牡5,58,岡部幸雄,,,,5-5-8-6,,11.4,4,448(0),,,,[西] 伊藤雄二,太田美實,
0,1,4,5,メジロブライト,牡5,58,河内洋,3:23.6,,,6-6-5-5,34.3,2.3,2,460(-6),,,,[西] 浅見秀一,メジロ牧場,13519.2
1,2,6,9,ステイゴールド,牡5,58,熊沢重文,3:23.9,2,,6-7-7-6,34.3,57.9,10,418(+10),,,,[西] 池江泰郎,社台レースホース,5391.2
2,3,6,10,ローゼンカバリー,牡6,58,横山典弘,3:24.0,1/2,,14-14-10-10,34.2,22.4,5,486(-6),,,,[東] 鈴木康弘,社台レースホース,3345.6
3,4,3,4,シルクジャスティス,牡5,58,藤田伸二,3:24.1,1/2,,5-5-7-6,34.6,2.0,1,462(+2),,,,[西] 大久保正,シルク,2000.0
4,5,3,3,ダイワオーシュウ,牡5,58,柴田善臣,3:24.1,クビ,,3-3-3-3,34.8,13.5,3,448(-4),,,,[東] 二ノ宮敬,大和商事,1320.0
5,6,8,14,シグナスヒーロー,牡7,58,加藤和宏,3:24.2,1/2,,4-4-6-6,34.7,56.0,9,498(-8),,,,[東] 田中清隆,ヒダカ・ブリーダーズ・ユニオン,
6,7,5,8,マウンテンストーン,牡6,58,田中勝春,3:24.4,1.1/2,,9-8-3-3,35.2,107.1,12,454(-8),,,,[東] 小島太,山石祐一,
7,8,2,2,ユーセイトップラン,牡6,58,松永幹夫,3:24.4,ハナ,,9-10-11-10,34.5,15.5,4,492(0),,,,[西] 音無秀孝,アサヒクラブ,
8,9,7,12,イシノサンデー,牡6,58,四位洋文,3:24.5,3/4,,8-8-9-9,34.8,40.9,7,484(+6),,,,[西] 山内研二,イシジマ,
9,10,1,1,ファンドリリヴリア,牡9,58,南井克巳,3:24.9,2.1/2,,1-1-1-1,36.9,83.4,11,486(0),,,,[西] 高橋成忠,水戸富雄,
10,11,5,7,テンジンショウグン,牡9,58,江田照男,3:25.2,2,,11-11-13-13,35.0,37.7,6,484(-4),,,,[東] 矢野照正,テンジン,
11,12,8,13,マイネルブリッジ,牡7,58,岡部幸雄,3:25.2,クビ,,13-13-13-13,34.9,52.4,8,510(0),,,,[東] 伊藤正徳,サラブレッドクラブ・ラフィアン,
12,13,7,11,マイネルワイズマン,牡6,58,佐藤哲三,3:25.3,クビ,,2-2-2-2,36.3,191.4,14,514(-6),,,,[東] 浅野洋一,サラブレッドクラブ・ラフィアン,
13,14,4,6,メイショウヨシイエ,牡8,58,村本善之,3:25.6,1.3/4,,11-11-11-12,35.6,183.0,13,518(0),,,,[西] 高橋成忠,松本好雄,
0,1,3,3,スペシャルウィーク,牡5,58,武豊,3:15.3,,,3-3-3-2,34.2,2.3,1,476(0),,,,[西] 白井寿昭,臼田浩義,13464.6
1,2,7,10,メジロブライト,牡6,58,河内洋,3:15.4,1/2,,6-6-6-4,34.0,4.1,3,466(-4),,,,[西] 浅見秀一,メジロ牧場,5375.6
2,3,6,8,セイウンスカイ,牡5,58,横山典弘,3:15.8,2.1/2,,1-1-1-1,34.8,2.8,2,474(-2),,,,[東] 保田一隆,西山牧場,3337.8
3,4,8,11,シルクジャスティス,牡6,58,藤田伸二,3:15.8,ハナ,,7-7-6-7,34.3,22.6,5,456(-4),,,,[西] 大久保正,シルク,2000.0
4,5,2,2,ステイゴールド,牡6,58,熊沢重文,3:16.2,2.1/2,,5-5-5-4,34.8,27.8,6,430(+8),,,,[西] 池江泰郎,社台レースホース,1320.0
5,6,7,9,ローゼンカバリー,牡7,58,菊沢隆徳,3:16.6,2.1/2,,8-8-8-7,34.9,77.4,9,482(0),,,,[東] 鈴木康弘,社台レースホース,
6,7,1,1,マチカネフクキタル,牡6,58,佐藤哲三,3:16.8,1,,11-11-9-9,35.1,13.8,4,512(-4),,,,[西] 二分久男,細川益男,
7,8,6,7,メジロランバート,牡5,58,吉田豊,3:17.0,1,,10-10-12-12,34.8,31.8,7,448(-4),,,,[東] 谷原義明,メジロ牧場,
8,9,4,4,アポテオーズ,牡6,58,四位洋文,3:17.2,1.1/4,,9-8-9-9,35.4,182.0,11,452(+2),,,,[西] 伊藤雄二,横山秀男,
9,10,5,6,サンデーセイラ,牡5,58,菅谷正巳,3:17.9,4,,2-2-2-2,36.9,230.7,12,484(-4),,,,[西] 菅谷禎高,加藤守,
10,11,8,12,ユーセイトップラン,牡7,58,幸英明,3:18.1,1.1/4,,12-12-9-11,36.3,117.2,10,488(-4),,,,[西] 音無秀孝,アサヒクラブ,
11,12,5,5,タマモイナズマ,牡6,58,小原義之,3:18.1,ハナ,,3-3-3-4,36.8,62.1,8,448(-2),,,,[西] 小原伊佐,タマモ,
0,1,5,5,テイエムオペラオー,牡5,58,和田竜二,3:17.6,,,7-7-3-3,34.4,1.7,1,468(-4),,,,[西] 岩元市三,竹園正繼,13468.8
1,2,2,2,ラスカルスズカ,牡5,58,武豊,3:17.7,3/4,,10-10-9-7,34.2,4.0,3,478(-2),,,,[西] 橋田満,永井啓弐,5376.8
2,3,8,11,ナリタトップロード,牡5,58,渡辺薫彦,3:17.8,3/4,,4-4-2-2,34.7,3.5,2,484(+2),,,,[西] 沖芳夫,山路秀則,3338.4
3,4,3,3,ステイゴールド,牡7,58,熊沢重文,3:18.3,3,,6-6-3-4,34.9,11.7,4,432(+10),,,,[西] 池江泰郎,社台レースホース,2000.0
4,5,6,8,ホッカイルソー,牡9,58,四位洋文,3:18.8,3,,8-8-9-4,35.4,100.0,6,492(-8),,,,[東] 田中清隆,北海牧場,1320.0
5,6,7,9,レオリュウホウ,牡6,58,菊沢隆徳,3:18.9,クビ,,2-2-1-1,35.9,58.9,5,478(-20),,,,[東] 杉浦宏昭,レオ,
6,7,1,1,テナシャスバイオ,牡8,58,武幸四郎,3:19.0,1/2,,12-12-12-10,35.0,249.8,10,476(+2),,,,[西] 北橋修二,バイオ,
7,8,6,7,トシザブイ,牡5,58,河内洋,3:19.3,1.3/4,,9-9-3-4,36.1,118.5,7,482(-2),,,,[西] 音無秀孝,上村叶,
8,9,5,6,ジョーヤマト,牡8,58,須貝尚介,3:19.3,クビ,,11-10-3-7,36.0,253.5,11,470(+2),,,,[西] 須貝彦三,小林英一,
9,10,4,4,トキオアクセル,牡8,58,松永幹夫,3:19.5,1.1/2,,3-3-9-7,35.9,271.0,12,472(-2),,,,[西] 山本正司,前田幸治,
10,11,7,10,タマモイナズマ,牡7,58,小原義之,3:20.5,6,,1-1-3-10,36.8,154.0,8,452(0),,,,[西] 小原伊佐,タマモ,
11,12,8,12,ノボエイコーオー,牡5,58,小野次郎,3:25.1,大,,5-4-8-12,41.1,243.7,9,480(-14),,,,[東] 高松邦男,池ばた,
0,1,1,1,テイエムオペラオー,牡5,58,和田竜二,3:16.2,,,7-7-6-4,35.5,2.0,1,478(+2),,,,[西] 岩元市三,竹園正繼,13468.8
1,2,5,5,メイショウドトウ,牡5,58,安田康彦,3:16.3,1/2,,8-8-8-6,35.3,6.5,3,514(+2),,,,[西] 安田伊佐,松本好雄,5376.8
2,3,8,12,ナリタトップロード,牡5,58,渡辺薫彦,3:16.4,1/2,,5-5-4-2,36.0,3.4,2,488(+2),,,,[西] 沖芳夫,山路秀則,3338.4
3,4,3,3,マックロウ,牡4,58,安藤勝己,3:16.6,1.1/2,,11-10-11-10,35.2,44.3,8,468(0),,,,[西] 松田博資,吉田勝己,2000.0
4,5,8,11,アドマイヤボス,牡4,58,後藤浩輝,3:16.7,1/2,,10-10-9-9,35.6,21.6,5,484(-4),,,,[西] 橋田満,近藤利一,1320.0
5,6,6,7,メジロランバート,牡6,58,柴田善臣,3:16.8,1/2,,4-4-3-1,36.5,112.0,11,454(-12),,,,[東] 谷原義明,メジロ牧場,
6,7,6,8,イブキガバメント,牡5,58,小牧太,3:17.4,3.1/2,,5-6-5-4,36.8,129.8,12,484(-2),,,,[西] 橋口弘次,伊吹,
7,8,7,10,エアシャカール,牡4,58,蛯名正義,3:17.9,3,,8-8-7-6,37.0,7.2,4,508(+2),,,,[西] 森秀行,ラッキーフィールド,
8,9,4,4,エリモブライアン,牡4,58,藤田伸二,3:18.3,2.1/2,,12-12-12-11,36.8,91.1,10,484(-6),,,,[西] 清水出美,山本慎一,
9,10,2,2,サンエムエックス,牡5,58,松永幹夫,3:19.1,5,,3-3-2-3,38.8,77.1,9,498(-2),,,,[西] 松田正弘,松本肇,
10,11,7,9,タガジョーノーブル,牡7,58,福永祐一,3:19.1,クビ,,1-1-1-6,38.7,39.8,7,482(-8),,,,[西] 松元省一,中川進克,
11,12,5,6,セイウンスカイ,牡6,58,横山典弘,3:32.0,大,,2-2-9-12,48.3,22.2,6,494(+14),,,,[東] 保田一隆,西山牧場,
0,1,4,4,マンハッタンカフェ,牡4,58,蛯名正義,3:19.5,,,5-5-5-5,34.1,2.9,2,504(-6),,,,[東] 小島太,西川清,13452.0
1,2,6,7,ジャングルポケット,牡4,58,武豊,3:19.5,クビ,,7-7-7-7,34.0,3.5,3,474(-4),,,,[西] 渡辺栄,齊藤四方司,5372.0
2,3,5,5,ナリタトップロード,牡6,58,渡辺薫彦,3:19.6,1/2,,5-5-5-4,34.3,2.7,1,498(0),,,,[西] 沖芳夫,山路秀則,3336.0
3,4,2,2,ボーンキング,牡4,58,Ｍデムー,3:19.8,1.1/4,,2-2-2-1,34.6,23.4,6,500(-6),,,,[西] 松田国英,金子真人,2000.0
4,5,7,9,サンライズペガサス,牡4,58,安藤勝己,3:19.8,ハナ,,10-10-11-11,33.7,9.7,4,480(-6),,,,[西] 石坂正,松岡,1320.0
5,6,7,8,キングザファクト,牡5,58,後藤浩輝,3:20.2,2.1/2,,4-4-3-2,35.0,67.4,10,478(0),,,,[西] 谷潔,西浦和男,
6,7,1,1,トシザブイ,牡6,58,池添謙一,3:20.3,1/2,,9-9-10-8,34.5,87.6,11,492(+2),,,,[西] 音無秀孝,上村叶,
7,8,3,3,ホワイトハピネス,牡5,58,小原義之,3:20.4,1/2,,11-11-8-10,34.5,66.1,9,444(0),,,,[西] 小原伊佐,長谷川光司,
8,9,6,6,アクティブバイオ,牡5,58,四位洋文,3:20.5,1/2,,8-8-8-8,34.9,48.7,7,490(+2),,,,[西] 崎山博樹,バイオ,
9,10,8,11,アドマイヤロード,牡4,58,須貝尚介,3:20.7,1.1/4,,3-2-3-5,35.3,50.4,8,448(0),,,,[西] 橋田満,近藤利一,
10,11,8,10,エリモブライアン,牡5,58,藤田伸二,3:21.5,5,,1-1-1-2,36.3,22.6,5,482(-6),,,,[西] 清水出美,山本慎一,
0,1,6,11,ヒシミラクル,牡4,58,角田晃一,3:17.0,,,11-11-9-7,35.6,16.1,7,454(-4),,,,[西] 佐山優,阿部雅一郎,13590.6
1,2,7,14,サンライズジェガー,牡5,58,後藤浩輝,3:17.1,1/2,,14-14-13-12,35.4,19.1,8,470(+2),,,,[西] 福永甲,松岡隆雄,5411.6
2,3,6,12,ダイタクバートラム,牡5,58,武豊,3:17.1,クビ,,11-11-12-8,35.6,2.0,1,506(0),,,,[西] 橋口弘次,太陽ファーム,3355.8
3,4,2,4,ツルマルボーイ,牡5,58,横山典弘,3:17.3,1.1/4,,6-6-11-12,35.7,6.9,2,460(-10),,,,[西] 橋口弘次,鶴田任男,2000.0
4,5,4,7,ダンツフレーム,牡5,58,藤田伸二,3:17.3,アタマ,,10-10-7-5,36.0,19.5,9,510(0),,,,[西] 山内研二,山元哲二,1320.0
5,6,1,1,ファストタテヤマ,牡4,58,安田康彦,3:17.5,1.1/2,,16-16-16-15,35.7,10.7,4,446(-2),,,,[西] 安田伊佐,辻幸雄,
6,7,4,8,トシザブイ,牡7,58,幸英明,3:17.6,クビ,,16-17-16-17,35.7,140.0,17,492(+2),,,,[西] 音無秀孝,上村叶,
7,8,8,16,タガノマイバッハ,牡4,58,安藤勝己,3:18.0,2.1/2,,2-2-2-1,37.1,13.0,6,470(0),,,,[西] 松田博資,八木良司,
8,9,2,3,イングランディーレ,牡4,58,小林淳一,3:18.1,3/4,,6-6-5-3,37.0,12.8,5,508(-8),,,,[東] 清水美波,吉田千津,
9,10,3,5,トーホウシデン,牡6,58,田中勝春,3:18.3,1.1/4,,4-4-7-8,36.9,10.0,3,420(0),,,,[東] 田中清隆,東豊物産,
10,11,8,17,アクティブバイオ,牡6,58,福永祐一,3:18.5,1,,14-14-15-15,36.7,103.8,13,494(-6),,,,[西] 崎山博樹,バイオ,
11,12,5,9,マイネルアンブル,牡4,58,蛯名正義,3:18.7,1.1/4,,9-9-9-8,37.2,35.2,10,456(+14),,,,[西] 中村均,サラブレッドクラブ・ラフィアン,
12,13,7,13,エリモシャルマン,牡4,58,池添謙一,3:18.9,1.1/2,,4-4-3-3,37.8,86.1,11,514(0),,,,[西] 田所清広,山本敏晴,
13,14,5,10,トップコマンダー,牡6,58,四位洋文,3:19.0,クビ,,13-13-13-12,37.4,120.0,15,472(+2),,,,[西] 崎山博樹,ジョイ・レースホース,
14,15,7,15,マイネルプレーリー,牡4,58,村本善之,3:19.1,3/4,,18-18-18-17,37.1,91.6,12,484(-6),,,,[西] 五十嵐忠,サラブレッドクラブ・ラフィアン,
15,16,1,2,アルアラン,牡7,58,本田優,3:19.2,1/2,,1-1-1-2,38.3,188.1,18,484(0),,,,[西] 昆貢,エーティー,
16,17,3,6,イエローボイス,牡4,58,岩田康誠,3:19.7,3,,6-6-5-8,38.4,116.3,14,466(0),,,,[東] 浅野洋一,飯田正剛,
17,18,8,18,シースルオール,牡7,58,佐藤哲三,3:20.2,3,,3-3-3-5,39.0,123.7,16,504(-4),,,,[西] 石坂正,吉田勝己,
0,1,3,6,イングランディーレ,牡5,58,横山典弘,3:18.4,,,1-1-1-1,36.1,71.0,10,518(-3),,,,[東] 清水美波,吉田千津,13586.4
1,2,8,16,ゼンノロブロイ,牡4,58,オリヴァ,3:19.5,7,,5-5-4-4,35.1,7.7,4,494(-8),,,,[東] 藤沢和雄,大迫忍,5410.4
2,3,4,8,シルクフェイマス,牡5,58,四位洋文,3:19.8,1.3/4,,3-3-2-2,35.6,14.1,5,482(+2),,,,[西] 鮫島一歩,シルク,3355.2
3,4,5,9,チャクラ,牡4,58,後藤浩輝,3:19.9,1/2,,8-8-4-4,35.5,65.9,9,460(-4),,,,[西] 安達昭夫,田所英子,2000.0
4,5,1,2,ナリタセンチュリー,牡5,58,吉田稔,3:20.1,1.1/4,,17-17-15-13,34.9,131.1,13,470(+2),,,,[西] 藤沢則雄,山路秀則,1320.0
5,6,8,18,アマノブレイブリー,牡4,58,小牧太,3:20.1,クビ,,2-2-2-2,35.9,312.7,17,482(-2),,,,[西] 湯窪幸雄,中村孝,
6,7,2,3,ダービーレグノ,牡6,58,幸英明,3:20.2,クビ,,10-10-12-13,35.2,185.2,15,462(+2),,,,[西] 高橋成忠,ダービー社,
7,8,3,5,サンライズジェガー,牡6,58,福永祐一,3:20.2,ハナ,,15-15-15-16,34.8,64.5,8,474(+2),,,,[西] 福永甲,松岡隆雄,
8,9,7,15,カンファーベスト,牡5,58,藤田伸二,3:20.3,1/2,,10-10-12-10,35.4,77.6,11,472(+2),,,,[東] 佐藤吉勝,奥村清晴,
9,10,6,11,ネオユニヴァース,牡4,58,Ｍデムー,3:20.3,ハナ,,13-13-14-10,35.3,4.1,2,500(+4),,,,[西] 瀬戸口勉,社台レースホース,
10,11,5,10,ファストタテヤマ,牡5,58,安田康彦,3:20.3,ハナ,,16-16-17-17,34.7,31.1,7,462(+2),,,,[西] 安田伊佐,辻幸雄,
11,12,8,17,ヴィータローザ,牡4,58,岩田康誠,3:20.5,1.1/4,,3-4-4-6,36.0,147.3,14,478(+6),,,,[西] 橋口弘次,サンデーレーシング,
12,13,7,14,リンカーン,牡4,58,武豊,3:20.6,1/2,,8-8-8-10,35.8,2.2,1,476(+4),,,,[西] 音無秀孝,近藤英子,
13,14,4,7,ウインジェネラーレ,牡4,58,蛯名正義,3:20.6,ハナ,,10-10-8-6,35.9,26.5,6,550(+8),,,,[東] 国枝栄,ウイン,
14,15,7,13,ナムラサンクス,牡5,58,渡辺薫彦,3:20.6,クビ,,6-6-8-13,35.7,82.3,12,466(-8),,,,[西] 松永善晴,奈村信重,
15,16,1,1,ザッツザプレンティ,牡4,58,安藤勝己,3:20.8,1,,6-6-7-6,36.2,5.0,3,494(-6),,,,[西] 橋口弘次,社台レースホース,
16,17,2,4,ウインブレイズ,牡7,58,木幡初広,3:20.9,1/2,,13-13-8-6,36.2,194.1,16,536(-4),,,,[東] 宗像義忠,ウイン,
17,18,6,12,マーブルチーフ,牡4,58,池添謙一,3:21.1,1.1/4,,18-18-18-18,35.2,345.2,18,484(+8),,,,[西] 田所清広,下村直,
0,1,5,10,スズカマンボ,牡4,58,安藤勝己,3:16.5,,,10-11-10-8,34.1,35.1,13,484(+2),,,,[西] 橋田満,永井啓弍,13603.2
1,2,8,17,ビッグゴールド,牡7,58,和田竜二,3:16.7,1.1/2,,2-2-2-1,34.9,45.5,14,466(+2),,,,[西] 中尾正,ビッグ,5415.2
2,3,7,13,アイポッパー,牡5,58,藤田伸二,3:16.7,ハナ,,10-10-9-6,34.5,7.9,4,446(-8),,,,[西] 清水出美,サンデーレーシング,3357.6
3,4,2,4,トウショウナイト,牡4,58,武士沢友,3:16.7,ハナ,,13-14-15-13,34.1,25.9,10,478(-4),,,,[東] 保田一隆,藤田衛成,2000.0
4,5,8,16,ハーツクライ,牡4,58,横山典弘,3:17.1,2.1/2,,14-11-13-16,34.5,13.7,8,492(+2),,,,[西] 橋口弘次,社台レースホース,1320.0
5,6,3,6,リンカーン,牡5,58,福永祐一,3:17.1,ハナ,,14-16-15-16,34.4,5.4,1,478(0),,,,[西] 音無秀孝,近藤英子,
6,7,6,12,マカイビーディーヴァ,牝6,56,ボス,3:17.1,クビ,,14-14-10-8,34.8,5.8,2,476(-4),,,,[外] フリード,エミリー・クリスティーナ・オーストラリア,
7,8,7,15,マイソールサウンド,牡6,58,本田優,3:17.2,クビ,,9-9-10-8,34.8,28.8,11,478(+6),,,,[西] 西浦勝一,佐野清,
8,9,3,5,ユキノサンロイヤル,牡8,58,小野次郎,3:17.3,1/2,,17-16-15-13,34.8,79.1,16,468(0),,,,[東] 増沢末夫,井上基之,
9,10,1,1,ザッツザプレンティ,牡5,58,岩田康誠,3:17.3,ハナ,,3-5-4-3,35.3,11.8,7,486(-2),,,,[西] 橋口弘次,社台レースホース,
10,11,2,3,アドマイヤグルーヴ,牝5,56,武豊,3:17.7,2.1/2,,12-11-13-13,35.2,10.8,6,480(-6),,,,[西] 橋田満,近藤利一,
11,12,6,11,ハイアーゲーム,牡4,58,吉田豊,3:17.7,ハナ,,18-18-18-18,34.8,62.2,15,506(-12),,,,[東] 大久保洋,臼田浩義,
12,13,8,18,ブリットレーン,牡6,58,吉田稔,3:17.7,ハナ,,6-6-6-6,35.6,101.9,17,492(-4),,,,[東] 加賀武見,ヒダカ・ブリーダーズ・ユニオン,
13,14,7,14,サンライズペガサス,牡7,58,幸英明,3:17.7,アタマ,,7-7-7-8,35.4,19.7,9,492(-4),,,,[西] 石坂正,松岡隆雄,
14,15,5,9,チャクラ,牡5,58,後藤浩輝,3:17.7,アタマ,,3-3-3-3,35.7,30.9,12,476(-2),,,,[西] 安達昭夫,田所英子,
15,16,4,8,ヒシミラクル,牡6,58,角田晃一,3:18.3,3.1/2,,3-3-4-3,36.3,6.0,3,468(0),,,,[西] 佐山優,阿部雅一郎,
16,17,1,2,アクティブバイオ,牡8,58,小牧太,3:18.4,クビ,,7-7-7-8,36.1,168.4,18,516(+10),,,,[西] 崎山博樹,バイオ,
17,18,4,7,シルクフェイマス,牡6,58,四位洋文,3:18.8,2.1/2,,1-1-1-2,37.2,9.2,5,476(0),,,,[西] 鮫島一歩,シルク,
0,1,4,7,ディープインパクト,牡4,58,武豊,3:13.4,,**,14-14-4-1,33.5,1.1,1,438(-4),,,,[西] 池江泰郎,金子真人ホールディングス,13573.8
1,2,6,11,リンカーン,牡6,58,横山典弘,3:14.0,3.1/2,**,5-5-4-2,33.7,14.4,2,480(+6),,,,[西] 音無秀孝,近藤英子,5406.8
2,3,1,1,ストラタジェム,牡5,58,ボス,3:14.8,5,**,14-15-10-5,34.3,58.3,8,446(+2),,,,[西] 平田修,社台レースホース,3353.4
3,4,7,14,アイポッパー,牡6,58,福永祐一,3:14.9,1/2,**,9-9-13-13,34.1,47.4,7,454(-6),,,,[西] 清水出美,サンデーレーシング,2000.0
4,5,3,6,トウカイカムカム,牡5,58,幸英明,3:15.1,1.1/2,**,6-6-8-11,34.5,85.4,9,422(-2),,,,[西] 田所秀孝,内村正則,1320.0
5,6,7,13,ファストタテヤマ,牡7,58,武幸四郎,3:15.2,3/4,**,14-15-14-13,34.5,108.3,13,468(-2),,,,[西] 安田伊佐,辻幸雄,
6,7,1,2,マッキーマックス,牡6,58,藤田伸二,3:15.2,クビ,**,11-11-10-5,34.8,23.5,3,488(-10),,,,[西] 藤原英昭,薪浦亨,
7,8,2,4,ローゼンクロイツ,牡4,58,安藤勝己,3:15.2,ハナ,**,7-6-4-2,35.1,40.8,6,456(-14),,,,[西] 橋口弘次,サンデーレーシング,
