,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円)
0,1,7,13,シーキングザパール,牝4,55,武豊,1:33.1,,,6-5,34.3,2.0,1,456(-2),,,,[西] 森秀行,植中倫子,9594.8
1,2,7,14,ブレーブテンダー,牡4,57,松永幹夫,1:33.4,1.3/4,,6-5,34.6,3.8,2,460(0),,,,[西] 池江泰郎,前田幸治,3812.8
2,3,6,12,ショウナンナンバー,牡4,57,吉田豊,1:33.4,クビ,,15-14,34.1,86.0,14,470(-2),,,,[東] 大久保洋,国本哲秀,2356.4
3,4,8,16,ヒコーキグモ,牡4,57,蛯名正義,1:33.4,アタマ,,2-2,35.1,38.6,9,478(-6),,,,[西] 谷潔,小田切有一,1400.0
4,5,3,5,オースミジェット,牡4,57,福永祐一,1:33.5,1/2,,6-9,34.5,53.3,12,484(0),,,,[西] 白井寿昭,山路秀則,920.0
5,6,8,18,パーソナリティワン,牡4,57,大西直宏,1:33.6,3/4,,3-3,35.0,59.2,13,446(-6),,,,[東] 久恒久夫,宗像進,
6,7,8,17,パームシャドウ,牡4,57,岡部幸雄,1:33.8,1,,1-1,35.6,12.7,4,506(-8),,,,[東] 藤沢和雄,社台レースホース,
7,8,3,6,スーパーナカヤマ,牡4,57,的場均,1:33.9,3/4,,3-3,35.4,30.9,7,496(+6),,,,[東] 小西一男,信和商会,
8,9,6,11,シルクマスタング,牡4,57,久保田英,1:34.0,1/2,,15-14,34.7,130.5,15,496(+2),,,,[西] 田所秀孝,シルク,
9,10,7,15,ワシントンカラー,牡4,57,柴田善臣,1:34.0,クビ,,10-9,35.0,35.0,8,480(-4),,,,[東] 松山康久,テンジン,
10,11,1,1,キタサンフドー,牡4,57,高橋亮,1:34.1,クビ,,18-18,34.3,208.3,16,480(-6),,,,[西] 橋口弘次,大野商事,
11,12,5,10,ペイストリーシェフ,牡4,57,小野次郎,1:34.1,クビ,,10-9,35.1,42.3,11,460(-2),,,,[東] 柴田政人,伊達秀和,
12,13,5,9,マイネルマックス,牡4,57,佐藤哲三,1:34.2,1/2,,14-14,34.9,7.8,3,460(0),,,,[西] 中村均,サラブレッドクラブ・ラフィアン,
13,14,4,8,ロイヤルブルー,牡4,57,郷原洋司,1:34.4,1.1/4,,15-14,35.1,261.1,18,470(0),,,,[東] 郷原洋行,山内広,
14,15,1,2,オープニングテーマ,牡4,57,小池隆生,1:34.7,2,,6-5,35.8,16.6,5,470(-6),,,,[西] 太宰義人,前田幸治,
15,16,2,4,タイキギャラクシー,牡4,57,後藤浩輝,1:35.3,3.1/2,,10-12,36.2,41.3,10,474(-2),,,,[東] 国枝栄,大樹ファーム,
16,17,2,3,ホッコービューティ,牝4,55,熊沢重文,1:35.5,1.1/2,,10-12,36.4,27.0,6,456(-8),,,,[西] 橋本寿正,矢部幸一,
17,18,4,7,ダイワアンジェラ,牝4,55,江田照男,1:35.7,1.1/4,,3-5,36.9,240.2,17,502(-8),,,,[東] 増沢末夫,大和商事,
0,1,5,9,エルコンドルパサー,牡4,57,的場均,1:33.7,,,4-4,34.9,1.8,1,470(-2),,,,[東] 二ノ宮敬,渡邊隆,9582.2
1,2,3,5,シンコウエドワード,牡4,57,田中勝春,1:34.0,1.3/4,,8-5,35.1,23.5,6,460(+12),,,,[東] 河野通文,安田修,3809.2
2,3,4,7,スギノキューティー,牝4,55,河内洋,1:34.1,3/4,,5-5,35.2,21.2,5,426(+4),,,,[西] 浅見秀一,杉山美惠,2354.6
3,4,7,14,ゲイリーセイヴァー,牡4,57,後藤浩輝,1:34.2,1/2,,14-16,34.6,55.0,8,456(0),,,,[東] 河野通文,西谷守博,1400.0
4,5,6,12,アマロ,牡4,57,佐藤哲三,1:34.2,クビ,,1-1,35.7,87.8,12,486(+2),,,,[西] 清水出美,金子真人,920.0
5,6,2,3,ジムカーナ,牡4,57,植野貴也,1:34.3,1/2,,12-8,35.1,71.4,11,426(0),,,,[西] 梅内忍,キャロットファーム,
6,7,6,11,マイネルラヴ,牡4,57,武豊,1:34.4,クビ,,5-5,35.5,11.4,4,476(-4),,,,[東] 稗田研二,サラブレッドクラブ・ラフィアン,
7,8,8,16,エアジハード,牡4,57,橋本広喜,1:34.5,1/2,,8-12,35.2,60.5,10,478(-4),,,,[東] 伊藤正徳,ラッキーフィールド,
8,9,5,10,ロードアックス,牡4,57,岡部幸雄,1:34.7,1.1/2,,12-8,35.5,8.2,3,454(-2),,,,[東] 藤沢和雄,ロードホースクラブ,
9,10,8,17,ダブリンライオン,牡4,57,南井克巳,1:34.8,クビ,,8-8,35.6,40.6,7,496(-4),,,,[西] 田所秀孝,畑清介,
10,11,8,15,キングオブジェイ,牡4,57,柴田善臣,1:34.8,クビ,,5-8,35.6,200.2,14,488(-2),,,,[東] 高市圭二,クローバークラブ,
11,12,7,13,スノーボンバー,牡4,57,古川吉洋,1:35.0,1.1/2,,14-16,35.4,432.6,17,460(+2),,,,[西] 森秀行,藤本龍也,
12,13,1,2,フィールドフラワー,牝4,55,横山賀一,1:35.1,クビ,,14-14,35.6,416.8,16,382(0),,,,[東] 上原博之,日本ダイナースクラブ,
13,14,2,4,キュンティア,牝4,55,高橋亮,1:35.1,ハナ,,8-12,35.8,60.2,9,452(+2),,,,[西] 橋口弘次,前田幸治,
14,15,4,8,トキオパーフェクト,牡4,57,蛯名正義,1:35.2,1/2,,2-2,36.5,3.6,2,440(-2),,,,[東] 古賀史生,坂田時雄,
15,16,3,6,エルウェーサージュ,牡4,57,福永祐一,1:35.2,アタマ,,2-2,36.5,121.5,13,442(-6),,,,[西] 坪憲章,雑古隆夫,
16,17,1,1,マイネルメッサー,牡4,57,郷原洋司,1:35.4,1.1/4,,17-14,35.9,371.6,15,430(-12),,,,[東] 稲葉隆一,サラブレッドクラブ・ラフィアン,
0,1,3,5,シンボリインディ,牡4,57,横山典弘,1:33.8,,,15-13,35.1,8.2,6,448(-12),,,,[東] 藤沢和雄,シンボリ牧場,9611.6
1,2,4,7,ザカリヤ,牡4,57,的場均,1:33.9,3/4,,7-3,35.9,5.0,2,450(+4),,,,[東] 二ノ宮敬,伊達秀和,3817.6
2,3,3,6,レッドチリペッパー,牝4,55,藤田伸二,1:34.3,2.1/2,,11-10,35.9,5.2,3,470(+6),,,,[西] 松田博資,吉田和子,2358.8
3,4,6,11,マチカネキンノホシ,牡4,57,岡部幸雄,1:34.5,1,,7-6,36.3,6.2,4,512(0),,,,[東] 藤沢和雄,細川益男,1400.0
4,5,7,13,マイネルタンゴ,牡4,57,吉田豊,1:34.5,アタマ,,3-3,36.6,8.2,5,452(+2),,,,[東] 大江原哲,サラブレッドクラブ・ラフィアン,920.0
5,6,8,17,インターサクセス,牡4,57,池田鉄平,1:34.7,1.1/2,,1-1,37.0,156.7,16,466(-2),,,,[東] 浅野洋一,松岡雅昭,
6,7,2,3,トウカイダンディー,牡4,57,後藤浩輝,1:34.7,ハナ,,18-17,35.8,31.4,10,446(-8),,,,[東] 後藤由之,内村正則,
7,8,1,2,タイキトレジャー,牡4,57,加藤和宏,1:34.8,1/2,,7-6,36.5,25.8,8,440(-4),,,,[東] 藤沢和雄,大樹ファーム,
8,9,6,12,ロサード,牡4,57,江田照男,1:34.9,1/2,,16-13,36.2,53.3,12,408(-2),,,,[西] 橋口弘次,社台レースホース,
9,10,1,1,エイシンキャメロン,牡4,57,武豊,1:35.1,1.1/2,,3-3,37.1,4.8,1,458(0),,,,[西] 坂口正則,平井豊光,
10,11,7,14,フサイチミキオー,牡4,57,田面木博,1:35.2,クビ,,7-10,36.8,81.5,14,440(0),,,,[東] 高市圭二,関口房朗,
11,12,4,8,サヤカ,牝4,55,柴田善臣,1:35.2,クビ,,17-17,36.3,27.9,9,438(0),,,,[東] 鈴木康弘,イヨ商事,
12,13,7,15,ジュエリーソード,牡4,57,渡辺薫彦,1:35.4,1.1/4,,2-2,37.6,64.5,13,458(-2),,,,[西] 沖芳夫,社台レースホース,
13,14,2,4,ミッキーダンス,牡4,57,柴田未崎,1:35.5,1/2,,13-13,36.9,186.1,17,460(0),,,,[西] 斉藤義美,三木久史,
14,15,5,9,バイオマスター,牡4,57,田中勝春,1:35.7,1.1/4,,3-6,37.5,17.5,7,470(+4),,,,[東] 宗像義忠,田中春美,
15,16,5,10,ダイイチブライト,牡4,57,郷原洋司,1:35.7,アタマ,,11-10,37.3,214.9,18,468(-4),,,,[西] 安田隆行,辻本春雄,
16,17,8,16,グラスグラード,牡4,57,蛯名正義,1:35.7,アタマ,,13-13,37.1,39.1,11,494(-6),,,,[東] 尾形充弘,半沢,
17,18,8,18,ノーザンカピタン,牡4,57,大塚栄三,1:37.5,大,,3-6,39.2,155.1,15,484(+4),,,,[西] 中村均,佐藤尋司,
0,1,6,12,イーグルカフェ,牡4,57,岡部幸雄,1:33.5,,,12-10,35.0,4.3,2,460(-6),,,,[東] 小島太,西川清,9607.4
1,2,2,3,トーヨーデヘア,牡4,57,後藤浩輝,1:33.5,ハナ,,10-10,35.0,8.9,5,492(-8),,,,[東] 萩原清,トーヨークラブ,3816.4
2,3,5,10,マチカネホクシン,牡4,57,武豊,1:33.8,1.3/4,,17-14,34.8,2.9,1,484(+2),,,,[西] 浅見秀一,細川益男,2358.2
3,4,6,11,ミスターサウスポー,牡4,57,佐藤哲三,1:34.2,2.1/2,,15-17,34.9,21.3,6,458(+2),,,,[西] 坂田正行,荻野猛夫,1400.0
4,5,4,7,スイートオーキッド,牝4,55,横山典弘,1:34.3,クビ,,4-4,36.4,7.6,3,472(-12),,,,[東] 藤沢和雄,シンボリ牧場,920.0
5,6,5,9,プラントタイヨオー,牡4,57,武幸四郎,1:34.3,クビ,,14-14,35.4,28.5,9,450(0),,,,[西] 川村禎彦,八木國啓,
6,7,2,4,アグネスデジタル,牡4,57,的場均,1:34.3,ハナ,,7-7,36.1,8.0,4,444(0),,,,[西] 白井寿昭,渡辺孝男,
7,8,4,8,ハセノバクシンオー,牡4,57,田中勝春,1:34.5,1,,10-10,36.0,152.1,16,520(-2),,,,[東] 二ノ宮敬,長谷川泰一,
8,9,7,14,ラヴィエベル,牝4,55,小野次郎,1:34.5,アタマ,,7-7,36.2,32.9,10,458(0),,,,[東] 高松邦男,伊達秀和,
9,10,1,2,トッププロテクター,牡4,57,和田竜二,1:34.6,1/2,,4-4,36.7,34.4,11,464(0),,,,[西] 岩元市三,宮内牧場,
10,11,8,18,ピサノガルボ,牡4,57,吉田豊,1:34.7,クビ,,18-18,35.0,312.7,18,410(-2),,,,[西] 安田隆行,市川義美,
11,12,8,17,ネオポリス,牡4,57,四位洋文,1:34.7,アタマ,,2-2,37.0,48.0,14,556(-14),,,,[東] 古賀史生,前田幸治,
12,13,7,15,ダイワカーソン,牡4,57,蛯名正義,1:35.0,1.3/4,,4-4,37.0,23.5,8,470(-8),,,,[東] 増沢末夫,大和商事,
13,14,3,6,マイネルブライアン,牡4,57,北村宏司,1:35.0,ハナ,,12-13,36.2,22.8,7,510(0),,,,[西] 宮徹,サラブレッドクラブ・ラフィアン,
14,15,8,16,マルターズスパーブ,牝4,55,柴田善臣,1:35.5,3,,2-1,37.8,36.1,12,450(0),,,,[東] 堀井雅広,藤田与志男,
15,16,1,1,ファイターナカヤマ,牡4,57,藤田伸二,1:35.6,3/4,,7-7,37.3,225.6,17,440(-8),,,,[東] 小西一男,信和商会,
16,17,7,13,ユウマ,牡4,57,江田照男,1:35.8,1.1/4,,1-2,38.1,110.8,15,510(+10),,,,[東] 増沢末夫,石田正敏,
17,18,3,5,ノボジャック,牡4,57,菊沢隆徳,1:36.6,5,,15-14,37.7,38.6,13,456(-16),,,,[東] 萩原清,池ばた,
0,1,2,4,クロフネ,牡3,57,武豊,1:33.0,,,14-10,34.3,1.2,1,506(-4),,,,[西] 松田国英,金子真人,9586.4
1,2,7,14,グラスエイコウオー,牡3,57,村田一誠,1:33.1,1/2,,1-1,35.3,150.6,13,468(0),,,,[東] 尾形充弘,半沢,3810.4
2,3,4,8,サマーキャンドル,牝3,55,田中勝春,1:33.6,3,,2-2,35.6,109.6,12,470(-2),,,,[東] 高橋祥泰,飯田正,2355.2
3,4,6,12,ネイティヴハート,牡3,57,柴田善臣,1:33.6,クビ,,11-10,34.9,5.9,2,462(-6),,,,[地] 千葉博,池田草龍,1400.0
4,5,8,17,メジロキルデア,牡3,57,吉田豊,1:33.9,2,,18-18,34.6,67.6,10,520(+2),,,,[東] 大久保洋,メジロ商事,920.0
5,6,1,2,テイエムサウスポー,牡3,57,和田竜二,1:34.1,1.1/4,,7-6,35.6,44.8,8,488(-6),,,,[西] 柴田光陽,竹園正繼,
6,7,7,15,ヤングモンタナ,牡3,57,北村宏司,1:34.3,1.1/4,,7-6,35.8,170.1,16,538(+8),,,,[東] 前田禎,堀越毅一,
7,8,2,3,フジノテンビー,牡3,57,後藤浩輝,1:34.4,3/4,,10-10,35.8,32.5,6,452(+6),,,,[東] 畠山吉宏,佐橋五十雄,
8,9,3,5,シャワーパーティー,牡3,57,江田照男,1:34.5,1/2,,7-6,36.0,36.7,7,462(-6),,,,[西] 伊藤雄二,太田美實,
9,10,1,1,スティーマー,牡3,57,武幸四郎,1:34.6,1/2,,2-3,36.5,22.4,5,474(+2),,,,[西] 池江泰郎,藤田孟司,
10,11,4,7,スマッシュキング,牡3,57,古川寛和,1:34.7,3/4,,15-17,35.6,163.2,15,486(-6),,,,[東] 杉浦宏昭,古川嘉治,
11,12,8,18,メイショウドウサン,牡3,57,安田康彦,1:34.8,クビ,,15-13,35.8,50.8,9,466(+2),,,,[西] 安田伊佐,松本好雄,
12,13,8,16,シンボリスナイパー,牡3,57,岡部幸雄,1:35.1,2,,15-13,36.1,156.4,14,454(+2),,,,[東] 畠山吉宏,シンボリ牧場,
13,14,5,10,カチドキリュウ,牡3,57,デザーモ,1:35.2,クビ,,12-13,36.3,76.8,11,456(+4),,,,[西] 柴田光陽,華山龍一,
14,15,5,9,エアヴァルジャン,牡3,57,蛯名正義,1:35.4,1.1/2,,12-13,36.5,21.4,4,446(-4),,,,[東] 田村康仁,ラッキーフィールド,
15,16,3,6,トシザボス,牡3,57,四位洋文,1:35.4,ハナ,,4-4,37.1,251.0,17,500(+2),,,,[西] 鮫島一歩,上村叶,
16,17,7,13,キタサンチャンネル,牡3,57,高橋亮,1:35.5,1/2,,4-6,37.0,18.9,3,468(-4),,,,[西] 橋口弘次,大野商事,
17,18,6,11,エイシンフジサン,牡3,57,橋本広喜,1:36.3,5,,4-4,38.0,337.7,18,494(0),,,,[西] 湯浅三郎,平井豊光,
0,1,1,1,テレグノシス,牡3,57,勝浦正樹,1:33.1,,,13-14,34.8,14.3,4,458(-4),,,,[東] 杉浦宏昭,社台レースホース,9599.0
1,2,3,5,アグネスソニック,牡3,57,横山典弘,1:33.4,1.3/4,,18-16,34.7,14.7,5,484(-4),,,,[西] 森秀行,渡辺孝男,3814.0
2,3,5,9,タニノギムレット,牡3,57,武豊,1:33.5,3/4,,13-12,35.3,1.5,1,480(-4),,,,[西] 松田国英,谷水雄三,2357.0
3,4,7,15,メジャーカフェ,牡3,57,岡部幸雄,1:33.7,1.1/4,,13-14,35.4,11.8,3,480(-4),,,,[東] 小島太,西川清,1400.0
4,5,6,11,カノヤバトルクロス,牡3,57,小野次郎,1:33.9,1.1/2,,17-16,35.3,104.8,14,466(-2),,,,[西] 坂口正則,神田薫,920.0
5,6,6,12,サードニックス,牡3,57,石崎隆之,1:34.0,1/2,,9-12,35.8,26.0,8,478(-6),,,,[東] 高橋裕,吉田照哉,
6,7,8,17,カフェボストニアン,牡3,57,江田照男,1:34.1,1/2,,4-5,36.4,21.3,7,516(0),,,,[東] 松山康久,西川清,
7,8,4,7,シベリアンメドウ,牡3,57,後藤浩輝,1:34.1,クビ,,9-7,36.2,20.4,6,506(-6),,,,[東] 堀井雅広,藤田与志男,
8,9,7,13,オースミエルスト,牡3,57,秋山真一,1:34.1,ハナ,,4-5,36.4,89.5,13,492(-2),,,,[西] 安藤正敏,山路秀則,
9,10,3,6,キーンランドスワン,牡3,57,藤田伸二,1:34.2,クビ,,9-10,36.1,137.9,15,476(0),,,,[西] 森秀行,平井豊光,
10,11,2,4,キネティクス,牡3,57,小林淳一,1:34.8,3.1/2,,7-7,36.9,193.4,16,450(-2),,,,[西] 新川恵,ノースヒルズマネジメント,
11,12,8,18,メジロマイヤー,牡3,57,田中勝春,1:34.8,クビ,,3-3,37.2,34.5,9,466(0),,,,[西] 田島良保,メジロ牧場,
12,13,1,2,ゲイリーファントム,牡3,57,池添謙一,1:35.0,1.1/2,,2-2,37.6,55.7,10,540(+2),,,,[西] 鶴留明雄,東京サラブレッドビューロー,
13,14,8,16,タイキリオン,牡3,57,柴田善臣,1:35.2,1,,9-10,37.2,7.7,2,472(0),,,,[東] 田中清隆,大樹ファーム,
14,15,4,8,マヤノサリーダ,牡3,57,武士沢友,1:35.2,クビ,,16-16,36.6,201.9,17,470(-2),,,,[西] 安達昭夫,田所祐,
15,16,7,14,スターエルドラード,牡3,57,和田竜二,1:35.2,ハナ,,7-7,37.3,72.9,12,462(+4),,,,[西] 森秀行,クローバークラブ,
16,17,2,3,スペシャルストック,牡3,57,吉田豊,1:36.4,7,,1-1,39.1,71.8,11,510(+4),,,,[東] 大久保洋,大原詔宏,
17,18,5,10,エンドレスデザート,牡3,57,郷原洋司,1:36.8,2.1/2,,4-3,39.2,207.1,18,478(0),,,,[西] 角居勝彦,金子真人,
0,1,8,16,ウインクリューガー,牡3,57,武幸四郎,1:34.2,,,2-2,35.9,26.0,9,468(-6),,,,[西] 松元茂樹,ウイン,9599.0
1,2,2,3,エイシンツルギザン,牡3,57,横山典弘,1:34.4,1.1/4,,10-10,34.7,10.9,5,484(-4),,,,[西] 藤原英昭,平井豊光,3814.0
2,3,5,9,マイネルモルゲン,牡3,57,柴田善臣,1:34.5,3/4,,8-9,35.0,16.6,6,446(0),,,,[東] 堀井雅広,サラブレッドクラブ・ラフィアン,2357.0
3,4,6,11,ユートピア,牡3,57,安藤勝己,1:34.6,クビ,,8-6,35.2,6.8,4,464(-2),,,,[西] 橋口弘次,金子真人,1400.0
4,5,8,17,エースインザレース,牡3,57,池添謙一,1:34.7,3/4,,1-1,36.9,70.4,16,528(0),,,,[西] 鮫島一歩,平井宏承,920.0
5,6,4,8,サクラタイリン,牡3,57,蛯名正義,1:34.7,ハナ,,4-4,35.6,5.1,3,478(-6),,,,[東] 河野通文,さくらコマース,
6,7,7,14,ホーマンアピール,牡3,57,田中勝春,1:34.8,1/2,,6-6,35.4,53.2,14,450(-8),,,,[西] 安田隆行,久保久人,
7,8,7,15,ワンダフルデイズ,牡3,57,福永祐一,1:34.9,クビ,,13-12,35.0,19.2,7,484(-2),,,,[西] 武田博,前田幸治,
8,9,1,2,ヒューマ,牡3,57,藤田伸二,1:34.9,クビ,,6-6,35.5,4.9,2,460(0),,,,[西] 山内研二,高嶋哲,
9,10,8,18,トーセンオリオン,牡3,57,オリヴァ,1:35.0,3/4,,10-10,35.3,23.9,8,456(-4),,,,[東] 萩原清,島川隆哉,
10,11,6,12,ゴールデンキャスト,牡3,57,武豊,1:35.0,アタマ,,18-17,34.6,4.1,1,464(+2),,,,[西] 橋口弘次,前田幸治,
11,12,3,5,タイガーモーション,牡3,57,石崎隆之,1:35.1,クビ,,12-12,35.2,35.2,12,516(+4),,,,[東] 国枝栄,飯田政子,
12,13,1,1,ニシノシタン,牡3,57,吉田豊,1:35.3,1.1/4,,14-14,35.2,29.2,11,500(+2),,,,[東] 浅野洋一,西山牧場,
13,14,7,13,シェイクマイハート,牡3,57,小林淳一,1:35.3,ハナ,,16-14,35.1,137.2,18,460(+6),,,,[東] 二ノ宮敬,サンデーレーシング,
14,15,2,4,クレンデスターン,牡3,57,江田照男,1:35.3,クビ,,17-17,34.9,113.2,17,450(+2),,,,[西] 音無秀孝,西浦和男,
15,16,5,10,ジャズアップ,牡3,57,二本柳壮,1:35.9,3.1/2,,14-14,35.8,54.7,15,504(-8),,,,[東] 前田禎,吉田勝己,
16,17,4,7,ギャラントアロー,牡3,57,幸英明,1:35.9,アタマ,,2-3,37.0,27.3,10,492(-8),,,,[西] 崎山博樹,冨沢敦子,
17,18,3,6,エコルプレイス,牡3,57,松永幹夫,1:37.3,9,,4-5,38.0,40.8,13,536(+6),,,,[西] 松田国英,金子真人,
0,1,7,13,キングカメハメハ,牡3,57,安藤勝己,1:32.5,,,9-9,34.0,3.6,1,496(+2),,,,[西] 松田国英,金子真人,9586.4
1,2,1,1,コスモサンビーム,牡3,57,四位洋文,1:33.3,5,,9-9,34.7,6.8,4,484(+6),,,,[西] 佐々木晶,岡田美佐子,3810.4
2,3,3,6,メイショウボーラー,牡3,57,福永祐一,1:33.6,1.3/4,,3-3,35.4,5.0,3,472(-4),,,,[西] 白井寿昭,松本好雄,2355.2
3,4,4,8,ダイワバンディット,牡3,57,北村宏司,1:33.7,1/2,,6-6,35.4,81.0,12,472(+2),,,,[東] 増沢末夫,大和商事,1400.0
4,5,5,10,ビッグファルコン,牡3,57,吉田豊,1:34.0,2,,17-16,34.9,139.7,16,442(+2),,,,[西] 中尾正,ビッグ,920.0
5,6,6,12,シゲルドントイケ,牡3,57,赤木高太,1:34.1,クビ,,11-14,35.2,72.1,11,470(-4),,,,[西] 坪憲章,森中蕃,
6,7,3,5,シーキングザダイヤ,牡3,57,武豊,1:34.1,クビ,,8-8,35.7,3.7,2,488(0),,,,[西] 森秀行,青山洋一,
7,8,8,16,ムーンシャイン,牡3,57,オリヴァ,1:34.2,クビ,,15-16,35.2,28.2,9,484(-4),,,,[東] 鈴木伸尋,池谷誠一,
8,9,8,18,フリーダムホーク,牡3,57,横山典弘,1:34.2,ハナ,,18-18,34.7,50.7,10,498(-6),,,,[東] 手塚貴久,藤田与志男,
9,10,4,7,アポインテッドデイ,牡3,57,柴田善臣,1:34.2,アタマ,,4-3,36.1,18.0,7,508(0),,,,[東] 堀井雅広,藤田与志男,
10,11,5,9,タイキバカラ,牡3,57,蛯名正義,1:34.4,1.1/4,,1-1,36.6,11.3,5,476(-4),,,,[東] 土田稔,大樹ファーム,
11,12,8,17,ローランジェネルー,牡3,57,石崎隆之,1:34.6,1,,11-12,35.8,87.6,14,500(0),,,,[東] 畠山吉宏,斉藤敏博,
12,13,7,15,エイシンマルカム,牡3,57,渡辺薫彦,1:34.7,3/4,,11-12,35.9,82.9,13,492(+2),,,,[西] 沖芳夫,平井豊光,
13,14,2,4,ナイストップボーイ,牡3,57,岡部幸雄,1:35.0,2,,11-9,36.4,17.5,6,496(+2),,,,[西] 目野哲也,菅藤宗一,
14,15,7,14,ハートランドカフェ,牡3,57,武幸四郎,1:35.3,1.3/4,,2-2,37.3,28.0,8,474(+8),,,,[東] 小島太,西川恭子,
15,16,6,11,ロードインザスカイ,牡3,57,後藤浩輝,1:35.3,ハナ,,4-3,37.2,166.4,17,514(+8),,,,[西] 池添兼雄,ロードホースクラブ,
16,17,1,2,トラッドスキーム,牡3,57,江田照男,1:35.4,クビ,,6-6,37.1,97.4,15,442(-8),,,,[東] 高橋祥泰,臼田浩義,
17,18,2,3,ダイシンチャンス,牡3,57,太宰啓介,1:35.4,アタマ,,15-14,36.5,168.0,18,488(0),,,,[西] 太宰義人,大八木信行,
0,1,6,12,ラインクラフト,牝3,55,福永祐一,1:33.6,,,4-4,33.6,3.9,2,454(0),,,,[西] 瀬戸口勉,大澤繁昌,9599.0
1,2,7,13,デアリングハート,牝3,55,後藤浩輝,1:33.9,1.3/4,,6-4,33.8,36.6,10,422(+4),,,,[西] 藤原英昭,社台レースホース,3814.0
2,3,2,4,アイルラヴァゲイン,牡3,57,横山典弘,1:34.0,クビ,,7-7,33.7,7.7,4,498(-6),,,,[東] 手塚貴久,齊藤四方司,2357.0
3,4,1,2,ペールギュント,牡3,57,武豊,1:34.3,2,,11-11,33.7,3.1,1,498(-2),,,,[西] 橋口弘次,サンデーレーシング,1400.0
4,5,2,3,セイウンニムカウ,牡3,57,安藤勝己,1:34.5,1.1/4,,11-11,33.9,16.4,6,490(0),,,,[東] 上原博之,西山茂行,920.0
5,6,1,1,エイシンヴァイデン,牡3,57,武幸四郎,1:34.6,3/4,,1-1,35.2,101.5,16,468(-8),,,,[西] 瀬戸口勉,平井豊光,
