,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円)
2,3,1,2,シンボリグラン,牡8,54.0,Ｍデムー,1:08.5,3/4,**,7-7,33.6,14.6,6.0,540(+12),,,,[東] 畠山吉宏,シンボリ牧場,1009.0
3,4,4,8,シャウトライン,牡6,56.0,浜中俊,1:08.6,クビ,**,5-5,33.8,19.5,9.0,512(-2),,,,[西] 坂口正大,協和牧場,600.0
4,5,3,6,ラインブラッド,牡4,55.0,福永祐一,1:08.8,1.1/4,**,12-10,33.7,18.5,7.0,504(+6),,,,[西] 領家政蔵,大澤繁昌,400.0
5,6,3,5,プレミアムボックス,牡7,57.5,幸英明,1:08.9,1/2,**,16-15,33.4,8.5,5.0,536(+2),,,,[東] 上原博之,社台レースホース,
6,7,5,9,エーシンエフダンズ,牡6,55.0,小牧太,1:08.9,アタマ,**,7-7,34.0,109.1,16.0,516(+8),,,,[西] 藤岡健一,栄進堂,
7,8,8,16,エイシンタイガー,牡4,57.0,池添謙一,1:08.9,アタマ,**,7-7,33.9,4.3,1.0,500(+4),,,,[西] 西園正都,平井豊光,
8,9,2,4,トウショウカレッジ,牡8,57.0,川田将雅,1:08.9,ハナ,**,14-13,33.6,33.4,12.0,548(+2),,,,[西] 池添兼雄,トウショウ産業,
9,10,8,15,フィールドベアー,牡7,57.0,秋山真一,1:09.0,クビ,**,12-14,33.7,31.3,11.0,498(+4),,,,[西] 野村彰彦,地田勝三,
10,11,1,1,グランプリエンゼル,牝4,55.0,岩田康誠,1:09.0,アタマ,**,3-3,34.3,18.6,8.0,434(+6),,,,[西] 矢作芳人,北側雅司,
11,12,7,14,エノク,牡6,56.0,生野賢一,1:09.3,1.3/4,**,5-5,34.5,33.8,13.0,528(+10),,,,[西] 音無秀孝,サンデーレーシング,
12,13,4,7,アーバンストリート,牡6,55.0,上村洋行,1:09.3,クビ,**,14-15,33.9,63.4,15.0,458(+4),,,,[西] 野村彰彦,後藤繁樹,
13,14,5,10,キルシュブリューテ,牝6,52.0,石橋守,1:09.3,アタマ,**,10-11,34.1,52.2,14.0,488(-10),,,,[東] 和田正道,ローレルレーシング,
14,15,7,13,レディルージュ,牝4,54.0,武豊,1:09.4,3/4,**,3-3,34.7,5.5,2.0,444(-4),,,,[西] 安田隆行,ロードホースクラブ,
15,16,6,11,ドラゴンウェルズ,牡7,55.0,藤岡佑介,1:09.4,ハナ,**,10-11,34.2,29.8,10.0,494(-4),,,,[西] 藤原英昭,窪田芳郎,
0,1,5,9,ジョーカプチーノ,牡5,58.0,藤岡康太,1:08.2,,**,11-10,32.6,2.2,1.0,532(+10),,,,[西] 中竹和也,上田けい子,4058.8
1,2,3,6,アーバニティ,牡7,57.0,四位洋文,1:08.3,1/2,**,12-12,32.6,58.0,14.0,506(-6),,,,[東] 古賀慎明,社台レースホース,1616.8
2,3,4,7,モルトグランデ,牡7,56.0,田辺裕信,1:08.4,3/4,**,8-7,33.1,10.9,4.0,490(+10),,,,[東] 久保田貴,櫻井盛夫,1008.4
3,4,1,2,セイコーライコウ,牡4,54.0,柴田善臣,1:08.5,1/2,**,10-10,33.0,16.7,6.0,490(0),,,,[東] 鈴木康弘,竹國弘,600.0
4,5,4,8,シンボリグラン,牡9,56.0,リスポリ,1:08.6,クビ,**,5-4,33.5,55.1,12.0,550(+4),,,,[東] 畠山吉宏,シンボリ牧場,400.0
5,6,7,14,スカイノダン,牝5,53.0,国分恭介,1:08.7,1/2,**,8-7,33.4,10.4,3.0,458(+2),,,,[西] 大久保龍,江賦晨,
6,7,2,3,スプリングソング,牡6,57.0,池添謙一,1:08.7,クビ,**,3-4,33.7,4.1,2.0,520(0),,,,[西] 鶴留明雄,吉田照哉,
7,8,1,1,サンダルフォン,牡8,57.0,酒井学,1:08.7,ハナ,**,12-12,33.0,34.0,10.0,544(+2),,,,[西] 松永幹夫,ノースヒルズ,
8,9,7,13,ジェイケイセラヴィ,セ7,57.0,藤田伸二,1:08.8,クビ,**,3-2,33.9,13.7,5.0,486(0),,,,[東] 坂本勝美,小谷野次郎,
9,10,8,16,グランプリエンゼル,牝5,54.0,藤岡佑介,1:08.8,クビ,**,16-16,32.7,36.2,11.0,452(+8),,,,[西] 矢作芳人,北側雅司,
10,11,6,12,ファイングレイン,牡8,57.0,幸英明,1:09.0,1,**,15-15,33.0,55.1,13.0,498(+1),,,,[西] 長浜博之,社台レースホース,
11,12,8,15,アーバンストリート,牡7,55.0,Ｍデムー,1:09.1,3/4,**,14-14,33.3,28.4,8.0,458(+4),,,,[西] 野村彰彦,佐藤幸彦,
12,13,6,11,ウエスタンビーナス,牝8,54.0,吉田稔,1:09.1,アタマ,**,2-2,34.2,278.6,16.0,468(-2),,,,[東] 鈴木康弘,西川賢,
13,14,5,10,ウエスタンダンサー,牝7,52.0,川田将雅,1:09.3,1.1/2,**,6-6,34.1,193.8,15.0,504(+2),,,,[西] 崎山博樹,西川賢,
14,15,3,5,ティファニーケイス,牝4,52.0,津村明秀,1:09.4,3/4,**,1-1,34.6,32.8,9.0,480(+4),,,,[西] 藤岡健一,辻牧場,
15,16,2,4,ショウナンカザン,牡6,57.0,小牧太,1:09.7,2,**,6-9,34.4,18.1,7.0,496(+6),,,,[東] 本間忍,国本哲秀,
0,1,4,7,ロードカナロア,牡4,57.0,福永祐一,1:08.3,,**,9-9,33.6,1.4,1.0,500(+2),,,,[西] 安田隆行,ロードホースクラブ,3860.2
1,2,7,13,エーシンダックマン,牡5,57.0,川田将雅,1:08.7,2.1/2,**,1-1,34.6,8.1,2.0,500(+4),,,,[西] 坂口正則,栄進堂,1517.2
2,3,5,10,ケンブリッジエル,牡6,53.0,和田竜二,1:08.7,アタマ,**,12-12,33.7,263.1,16.0,510(0),,,,[西] 山内研二,中西宏彰,958.6
3,4,8,15,ツルマルレオン,牡4,55.0,四位洋文,1:08.7,クビ,**,14-14,33.6,120.6,12.0,522(+12),,,,[西] 橋口弘次,鶴田鈴子,570.0
4,5,7,14,グランプリエンゼル,牝6,54.0,藤岡佑介,1:08.7,ハナ,**,5-6,34.1,19.4,5.0,464(+10),,,,[西] 矢作芳人,北側雅司,380.0
5,6,3,5,キョウワマグナム,牡5,55.0,小牧太,1:08.8,クビ,**,5-7,34.2,32.8,7.0,558(-4),,,,[西] 鶴留明雄,協和牧場,
6,7,6,12,スペシャルハート,牡7,54.0,浜中俊,1:08.8,ハナ,**,12-12,33.8,149.8,14.0,494(-8),,,,[東] 勢司和浩,芹澤精一,
7,8,2,4,マジンプロスパー,牡5,55.0,岩田康誠,1:08.8,ハナ,**,4-3,34.4,32.2,6.0,514(+6),,,,[西] 中尾秀正,佐々木主浩,
8,9,1,2,スギノエンデバー,牡4,55.0,池添謙一,1:08.9,3/4,**,11-11,34.0,55.2,9.0,448(-2),,,,[西] 浅見秀一,杉山美惠,
9,10,1,1,サンダルフォン,牡9,57.5,酒井学,1:09.0,3/4,**,16-16,33.6,42.3,8.0,550(+8),,,,[西] 松永幹夫,ノースヒルズ,
10,11,3,6,ダイワナイト,牡5,54.0,武豊,1:09.1,1/2,**,14-14,33.9,98.3,10.0,530(+10),,,,[東] 池上昌弘,大城敬三,
11,12,5,9,ヘッドライナー,セ8,58.0,幸英明,1:09.2,1/2,**,2-2,34.9,110.9,11.0,512(+20),,,,[西] 西園正都,社台レースホース,
12,13,6,11,アウトクラトール,牡7,56.0,藤岡康太,1:09.3,クビ,**,9-9,34.5,170.7,15.0,496(+12),,,,[西] 宮徹,社台レースホース,
13,14,8,16,アポロフェニックス,牡7,56.0,藤田伸二,1:09.7,2.1/2,**,2-3,35.4,122.2,13.0,496(+8),,,,[東] 柴崎勇,アポロサラブレッドクラブ,
14,15,2,3,エーシンヴァーゴウ,牝5,56.5,田辺裕信,1:09.8,1/2,**,5-7,35.2,9.4,3.0,470(+8),,,,[西] 小崎憲,栄進堂,
15,16,4,8,ダノンフェアリー,牡4,55.0,ルメール,1:09.9,クビ,**,5-5,35.4,12.6,4.0,518(0),,,,[西] 角居勝彦,ダノックス,
0,1,2,4,ドリームバレンチノ,牡6,58.0,松山弘平,1:08.6,,**,4-4,33.3,5.4,2.0,494(+10),,,,[西] 加用正,セゾンレースホース,3860.9
1,2,8,16,ダッシャーゴーゴー,牡6,59.0,川田将雅,1:08.6,ハナ,**,4-4,33.3,7.1,4.0,542(+12),,,,[西] 安田隆行,芦田信,1517.4
2,3,4,8,メイショウデイム,牝6,53.0,国分恭介,1:08.6,クビ,**,4-4,33.3,22.5,11.0,472(+2),,,,[西] 佐山優,松本和子,958.7
3,4,7,14,マジンプロスパー,牡6,58.0,福永祐一,1:08.7,クビ,**,3-3,33.5,11.6,6.0,522(+6),,,,[西] 中尾秀正,佐々木主浩,570.0
4,5,5,9,レジェトウショウ,牝7,52.0,秋山真一,1:08.8,1/2,**,7-7,33.4,171.2,15.0,486(+2),,,,[東] 土田稔,トウショウ産業,380.0
5,6,7,13,エーシンホワイティ,牡6,56.0,小牧太,1:08.8,ハナ,**,11-11,33.0,10.1,5.0,508(-2),,,,[西] 松元茂樹,栄進堂,
6,7,3,6,スギノエンデバー,牡5,57.0,北村友一,1:08.8,ハナ,**,16-14,32.7,12.0,7.0,462(+6),,,,[西] 浅見秀一,杉山美惠,
7,8,5,10,アースソニック,牡4,54.0,太宰啓介,1:08.8,クビ,**,7-8,33.3,16.4,9.0,482(+2),,,,[西] 中竹和也,前田幸治,
8,9,4,7,ニシノビークイック,牡4,54.0,丹内祐次,1:08.9,1/2,**,11-11,33.2,17.5,10.0,488(+4),,,,[西] 河内洋,西山茂行,
9,10,1,2,キングレオポルド,牡6,54.0,浜中俊,1:08.9,ハナ,**,9-8,33.3,48.7,13.0,516(-2),,,,[東] 堀宣行,里見治,
10,11,6,12,ケイアイアストン,牡8,55.0,武豊,1:08.9,アタマ,**,2-2,33.8,130.6,14.0,490(+8),,,,[東] 和田正道,亀田和弘,
